"numbers_id","release_date","production_budget","domestic_gross_revenue","worldwide_gross_revenue","year","imdb_id","production_budget_infAdj","domestic_gross_revenue_infAdj","worldwide_gross_revenue_infAdj","profit","profit_infAdj","roi","kim_id","mpaa","sex","violence","language","type","metacritic_rating","tmdb_rating","rt_rating","fa_rating","genres","genre_Action","genre_Adult","genre_Adventure","genre_Animation","genre_Biography","genre_Comedy","genre_Crime","genre_Documentary","genre_Drama","genre_Family","genre_Fantasy","genre_Film.Noir","genre_History","genre_Horror","genre_Music","genre_Musical","genre_Mystery","genre_News","genre_Romance","genre_Sci.Fi","genre_Sport","genre_Thriller","genre_War","genre_Western","genre_.N","genre__NULL","metacritic_rating_Zscore","tmdb_rating_Zscore","rt_rating_Zscore","fa_rating_Zscore","mean_Zscore","metacritic_rating_Norm","tmdb_rating_Norm","rt_rating_Norm","fa_rating_Norm","mean_Norm_score","tmdb_rating_x10","fa_rating_x10","years_since_first","release_season"
2007,"2012-11-02",3.1e+07,93772375,160558438,2012,"tt1907668",40329993.8632681,121994816.396583,208881316.749546,129558438,168551322.886277,4.1793044516129,1715,"R",7,6,10,"Movie",76,6.8,77,6.6,"Drama,Thriller",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.24656846819017,0.474790666486092,0.862625280370921,1.04988467280485,0.908467271963008,89.3722115266599,68.2531906874986,63.1477119784657,85.3114430356403,76.5211393070661,68,66,75,"fall"
2010,"2014-03-05",3.1e+07,59076019,163503514,2014,"tt2278388",38943518.1620875,74213807.0603331,205400066.678198,132503514,166456548.51611,4.27430690322581,2004,"R",6,6,6,"Movie",88,8.1,92,7.2,"Adventure,Comedy,Crime",0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.93722225806422,2.04688927396187,1.40926088720663,1.61131915025217,1.75117289237122,97.3640909712122,97.9665521262067,79.1806864064603,94.6444910548426,92.2889551396804,81,72,77,"early_year"
2011,"2015-07-29",3.1e+07,58884188,102306500,2015,"tt1524930",38322690.5747761,72793565.0474498,126472914.299624,71306500,88150223.7248475,2.30020967741936,5238,"R",7,6,9,"Movie",34,6.3,27,5.2,"Adventure,Comedy",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.170719796369,-0.129862644081514,-0.95949340908144,-0.260129107905566,-0.630051239359379,12.085571262526,44.8337549829209,19.0444145356662,39.7382092862117,28.9254875168312,63,52,78,"summer"
2013,"2019-02-13",3.1e+07,48791187,48791187,2019,"tt2452244",36126992.1980628,56860607.4865556,56860607.4865556,17791187,20733615.2884928,0.573909258064516,2558,"PG-13",3,3,6,"Movie",60,6.2,69,4.7,"Comedy,Fantasy,Musical",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.325696748358106,-0.250793306195034,0.571086290058543,-0.727991172445001,-0.0205003600558466,62.7673097678389,40.0986958552712,55.7537012113055,23.3309495034187,45.4876640844586,62,47,82,"early_year"
2014,"2000-04-28",3.1e+07,44983704,68079671,2000,"tt0186151",54466910.6250831,79036238.2371999,119615785.669099,37079671,65148875.0440157,1.19611841935484,1796,"PG-13",1,5,4,"Movie",67,7.2,70,6.4,"Crime,Drama,Mystery",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.728578125784634,0.958513314940176,0.60752866384759,0.862739846989079,0.78933998789037,76.6870118502098,83.1098009689373,56.6032974427995,80.585974065783,74.2465210819324,72,64,63,"summer"
2015,"2001-09-28",3.1e+07,24185781,30885781,2001,"tt0252501",52686119.776633,41104998.5373359,52491998.6180921,-114219,-194121.158540882,-0.00368448387096774,2160,"PG-13",5,6,4,"Movie",55,6.8,49,6.2,"Drama,Mystery",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0379243359105868,0.474790666486092,-0.157761185722401,0.675595021173304,0.257637209461895,51.512599512367,68.2531906874986,37.9794751009421,75.0351098264455,58.1950937818133,68,62,64,"fall"
2016,"2010-01-22",3.1e+07,12482741,15826984,2010,"tt1244659",42286734.1847247,17027559.6956053,21589402.10819,-15173016,-20697332.0765347,-0.489452129032258,1559,"PG",2,2,4,"Movie",45,6.2,28,5.5,"Drama",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.537620488984452,-0.250793306195034,-0.923051035292393,0.0205881308180949,-0.422719174913446,29.5419541043141,40.0986958552712,19.9613055181696,50.8212895652114,35.1058112607416,62,55,73,"early_year"
2018,"1995-10-20",30250000,72021008,115021008,1995,"tt0113161",59732060.912648,142213660.722192,227122044.829427,84771008,167389983.916779,2.80234737190083,1873,"R",2,4,9,"Movie",82,6.5,88,6,"Comedy,Crime,Thriller",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.59189536312719,0.111998680145529,1.26349139205044,0.48845019535753,0.863958907670173,94.4295891194837,54.4587773460634,74.5205248990579,68.7384502489278,73.0368354033832,65,60,58,"fall"
2021,"2018-08-15",3e+07,174532921,237814149,2018,"tt3104988",35814668.5235763,208361290.402218,283907830.555046,207814149,248093162.03147,6.9271383,1068,"PG-13",4,3,5,"Movie",74,7.1,91,5.5,"Comedy,Drama,Romance",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.13145950321116,0.837582652826655,1.37281851341758,0.0205881308180949,0.840612200068373,87.1069130462254,79.8867430568596,77.935733512786,50.8212895652114,73.9376697952706,71,55,81,"summer"
2022,"2002-12-27",3e+07,170687518,306770545,2002,"tt0299658",49583358.4807681,282108679.772885,507023796.80252,276770545,457440438.321752,9.22568483333333,879,"PG-13",5,4,4,"Movie",81,7.1,86,6.6,"Comedy,Crime,Musical",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.53434088063769,0.837582652826655,1.19060664447235,1.04988467280485,1.15310371268539,93.7527093246171,79.8867430568596,72.3166218034993,85.3114430356403,82.8168793051541,71,66,65,"holiday"
2023,"1999-06-25",3e+07,163479795,228641283,1999,"tt0142342",53864260.6139734,293523942.766631,410519788.487508,198641283,356655527.873535,6.6213761,494,"PG-13",3,3,5,"Movie",41,6.5,39,5.4,"Comedy,Drama",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.767838418942468,0.111998680145529,-0.522184923612873,-0.0729842820897918,-0.312752236124901,22.1291593283382,54.4587773460634,29.0965679676985,47.0909312613008,38.1938589758502,65,54,62,"summer"
2024,"2001-08-10",3e+07,145096820,286500000,2001,"tt0252866",50986567.5257738,246599627.023502,486921719.87114,256500000,435935152.345366,8.55,146,"R",8,3,7,"Movie",43,6.2,52,5.5,"Comedy",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.65272945396346,-0.250793306195034,-0.0484340643552596,0.0205881308180949,-0.232842173423915,25.6965355237858,40.0986958552712,40.8226783310902,50.8212895652114,39.3597998188396,62,55,64,"summer"
2025,"2012-02-09",3e+07,125014030,197618160,2012,"tt1606389",39029026.3192917,162639195.571691,257094812.260333,167618160,218065785.941042,5.587272,5290,"PG-13",4,3,4,"Movie",43,7.2,31,5.6,"Drama,Romance",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.65272945396346,0.958513314940176,-0.813723913925251,0.114160543725982,-0.0984448773056383,25.6965355237858,83.1098009689373,22.5016823687752,54.5444735542711,46.4631231039423,72,56,75,"early_year"
2026,"1994-06-10",3e+07,121248145,283200000,1994,"tt0111257",60784529.952861,245667050.049378,573805962.755008,253200000,513021432.802147,8.44,4648,"R",1,6,5,"Movie",78,7.1,94,5.9,"Action,Adventure,Thriller",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.36167743316918,0.837582652826655,1.48214563478472,0.394877782449643,1.01907087580755,91.3350146927448,79.8867430568596,81.6453566621803,65.3533456306306,79.5551150106038,71,59,57,"summer"
2029,"2000-09-29",3e+07,115719751,136771683,2000,"tt0210945",52709913.508145,203319268.879802,240307452.709781,106771683,187597539.201636,3.5590561,4127,"PG",1,3,2,"Movie",48,7.6,72,6.9,"Biography,Drama,Sport",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.364957041515941,1.44223596339426,0.680413411425684,1.33060191152851,0.772073561208129,35.7571736794354,92.5382090844582,58.5043741588156,90.833998339783,69.408438815623,76,69,63,"fall"
2031,"2004-06-18",3e+07,114326736,167791704,2004,"tt0364725",47723987.5427925,181870924.155738,266922973.049331,137791704,219198985.506538,4.5930568,1304,"PG-13",5,4,5,"Movie",55,6.3,71,4.8,"Comedy,Sport",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0379243359105868,-0.129862644081514,0.643971037636637,-0.634418759537115,-0.020596507517851,51.512599512367,44.8337549829209,57.5706594885599,26.2903785017479,45.0518481213989,63,48,67,"summer"
2033,"1995-11-10",3e+07,108360063,212400000,1995,"tt0112281",59238407.5166757,213969252.350889,419407925.218064,182400000,360169517.701388,6.08,15,"PG-13",3,4,1,"Movie",45,6.3,21,5,"Adventure,Comedy,Crime",0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.537620488984452,-0.129862644081514,-1.17814765181572,-0.44727393372134,-0.573226179650757,29.5419541043141,44.8337549829209,13.9804845222073,32.7338642538544,30.2725144658242,63,50,58,"fall"
2034,"2001-08-03",3e+07,108244774,165334774,2001,"tt0247638",50986567.5257738,183967649.295438,280995087.296985,135334774,230008519.771211,4.51115913333333,3972,"G",3,3,1,"Movie",52,6.9,49,4.2,"Comedy,Family,Romance",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.134739111557925,0.595721328599613,-0.157761185722401,-1.19585323698444,-0.223158051416287,44.6409074295045,72.4319296357409,37.9794751009421,11.5876918276094,41.6600009984492,69,42,64,"summer"
2035,"1999-03-05",3e+07,106885658,176885658,1999,"tt0122933",53864260.6139734,191910564.613601,317593839.379539,146885658,263729578.765565,4.8961886,171,"R",4,7,10,"Movie",61,6.5,69,6.3,"Comedy,Crime",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38325123084761,0.111998680145529,0.571086290058543,0.769167434081191,0.458875908783218,64.9233252125152,54.4587773460634,55.7537012113055,77.910303983235,63.2615269382798,65,63,62,"early_year"
2036,"1996-09-20",3e+07,105489203,181489203,1996,"tt0116313",57619305.0449136,202607152.220061,348576058.333842,151489203,290956753.288928,5.0496401,1704,"PG",2,2,3,"Movie",58,6.7,50,5.2,"Comedy",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.210587783379099,0.353860004372571,-0.121318811933354,-0.260129107905566,0.0457499669781874,58.3395527002721,63.82780989876,38.8879542395693,39.7382092862117,50.1983815312033,67,52,59,"fall"
2037,"2004-12-15",3e+07,100492203,231928227,2004,"tt0405159",47723987.5427925,159862954.803992,368951327.205665,201928227,321227339.662872,6.7309409,3303,"PG-13",2,6,5,"Movie",86,8,90,8,"Drama,Sport",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.82211329308521,1.92595861184834,1.33637613962853,2.35989845351527,1.86108662451934,96.5781101433461,97.2945229027297,76.6403095558546,99.0860030950887,92.3997364242548,80,80,67,"holiday"
2039,"2003-10-08",3e+07,90135191,156822020,2003,"tt0327056",48807322.0600139,146641909.869262,255135427.874731,126822020,206328105.814717,4.22740066666667,3490,"R",7,8,10,"Movie",84,7.7,88,8,"Crime,Drama,Mystery",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.7070043281062,1.56316662550778,1.26349139205044,2.35989845351527,1.72339019979492,95.608937603005,94.0993296043609,74.5205248990579,99.0860030950887,90.8286988003781,77,80,66,"fall"
2040,"2015-12-18",3e+07,87044645,106030660,2015,"tt1850457",37086474.7497833,107605967.629878,131076779.826429,76030660,93990305.0766454,2.53435533333333,4522,"R",6,5,10,"Movie",58,6,60,4.6,"Comedy",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.210587783379099,-0.492654630422077,0.243104925957118,-0.821563585352889,-0.215131376609687,58.3395527002721,31.112832004005,47.350269179004,20.5662660681221,39.3422299878508,60,46,78,"holiday"
2042,"2004-11-19",3e+07,85416609,142051255,2004,"tt0345950",47723987.5427925,135880706.128786,225975077.468601,112051255,178251089.925809,3.73504183333333,4679,"PG",3,4,1,"Movie",66,7,68,6.2,"Adventure,Animation,Comedy",0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.67102364329513,0.716651990713134,0.534643916269496,0.675595021173304,0.649478642862766,74.8897266122274,76.3205571999798,54.8536339165545,75.0351098264455,70.2747568888018,70,62,67,"holiday"
2043,"2004-06-25",3e+07,81001787,115937163,2004,"tt0332280",47723987.5427925,128857609.124398,184432790.758623,85937163,136708803.215831,2.8645721,3608,"PG-13",6,4,4,"Movie",53,7.9,53,7.3,"Drama,Romance",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.077184629068421,1.80502794973482,-0.0119916905662124,1.70489156316006,0.855185798315063,46.9238334696285,96.4464845766326,41.8236877523553,95.5892674914809,70.1958183225243,79,73,67,"summer"
2044,"2009-04-10",3e+07,79576189,169173206,2009,"tt1114677",40775324.4596706,108158164.191302,229936412.15109,139173206,189161087.691419,4.63910686666667,2099,"G",2,2,1,"Movie",47,6.6,43,4.2,"Comedy,Drama,Family",0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.422511524005444,0.232929342259049,-0.376415428456684,-1.19585323698444,-0.440462711796879,33.6325845508441,59.2091863397114,32.7977792732167,11.5876918276094,34.3068104978454,66,42,72,"early_year"
2046,"2000-11-17",3e+07,76501438,103284813,2000,"tt0213203",52709913.508145,134412806.007624,181471118.664498,73284813,128761205.156353,2.4428271,4249,"G",1,2,1,"Movie",62,6.6,76,4.9,"Adventure,Animation,Comedy",0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.440805713337114,0.232929342259049,0.826182906581873,-0.540846346629227,0.239767903887202,67.0323171499072,59.2091863397114,62.2981157469717,29.4306747375543,54.4925734935361,66,49,63,"holiday"
2047,"2017-08-18",3e+07,75468583,183415183,2017,"tt1959563",36581102.4299809,92024132.165617,223650986.551223,153415183,187069884.121242,5.11383943333333,2234,"R",4,8,10,"Movie",47,6.9,43,5.7,"Action,Comedy,Crime",1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.422511524005444,0.595721328599613,-0.376415428456684,0.207732956633869,0.00113183319283842,33.6325845508441,72.4319296357409,32.7977792732167,58.2281258354906,49.2726048238231,69,57,80,"summer"
2049,"2005-08-12",3e+07,74494381,92494381,2005,"tt0430105",46478367.2991746,115412573.394755,143299593.77426,62494381,96821226.4750853,2.08314603333333,1764,"R",6,7,10,"Movie",49,6.7,52,5.8,"Action,Crime,Drama",1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.307402559026437,0.353860004372571,-0.0484340643552596,0.301305369541756,0.0748321876331577,37.9268490303904,63.82780989876,40.8226783310902,61.8409176616095,51.1045637304625,67,58,68,"summer"
2050,"1994-12-23",3e+07,66502573,160502573,1994,"tt0110322",60784529.952861,134744254.682027,325202448.534325,130502573,264417918.581464,4.35008576666667,2894,"R",5,8,5,"Movie",45,7.4,57,6.8,"Drama,Romance,War",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,-0.537620488984452,1.20037463916722,0.133777804589976,1.23702949862063,0.508390363348342,29.5419541043141,88.5003063128033,45.1884253028264,89.1961934288237,63.1067197871919,74,68,57,"holiday"
2051,"2012-09-27",3e+07,66486205,170466405,2012,"tt1276104",39029026.3192917,86496394.8271608,221771260.243335,140466405,182742233.924043,4.6822135,3013,"R",7,8,7,"Movie",84,6.9,93,6.6,"Action,Drama,Sci-Fi",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.7070043281062,0.595721328599613,1.44570326099568,1.04988467280485,1.19957839762659,95.608937603005,72.4319296357409,80.4088156123822,85.3114430356403,83.4402814716921,69,66,75,"fall"
2052,"2013-01-31",3e+07,66380662,114834312,2013,"tt1588173",38237509.8650845,84607707.2691946,146365937.931673,84834312,108128428.066588,2.8278104,5328,"PG-13",2,7,5,"Movie",60,6.4,81,5.2,"Comedy,Horror,Romance",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.325696748358106,-0.00893198196799186,1.00839477552711,-0.260129107905566,0.266257608502914,62.7673097678389,49.6436702125411,67.0760430686406,39.7382092862117,54.8063080838081,64,52,76,"early_year"
2053,"2002-12-13",3e+07,65005217,107054484,2002,"tt0257360",49583358.4807681,107439232.587704,176937361.904855,77054484,127354003.424087,2.5684828,5,"R",6,3,5,"Movie",85,6.8,86,6.4,"Drama",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7645588105957,0.474790666486092,1.19060664447235,0.862739846989079,1.0731739921358,96.1181028434553,68.2531906874986,72.3166218034993,80.585974065783,79.3184723500591,68,64,65,"holiday"
2054,"2014-01-17",3e+07,64251538,122529966,2014,"tt1821658",37687275.6407298,80715514.0982275,153927353.429708,92529966,116240077.788979,3.0843322,3629,"PG",1,3,2,"Movie",37,5.8,13,4.9,"Adventure,Animation,Comedy",0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.998056348900484,-0.734515954649119,-1.4696866421281,-0.540846346629227,-0.935776323076733,15.9126017651965,23.1317169974659,6.92294751009421,29.4306747375543,18.8494852525777,58,49,77,"early_year"
2055,"2001-02-16",3e+07,64172251,71172251,2001,"tt0231775",50986567.5257738,109064093.629747,120960959.385761,41172251,69974391.859987,1.37240836666667,1351,"PG-13",5,5,5,"Movie",32,5.5,20,4.2,"Comedy,Fantasy",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.285828761348,-1.09730794098968,-1.21459002560477,-1.19585323698444,-1.19839499123172,9.92514150953451,13.6253400358173,12.9542395693136,11.5876918276094,12.0231032355687,55,42,64,"early_year"
2056,"1995-08-04",3e+07,63658910,246100000,1995,"tt0112431",59238407.5166757,125701748.421579,485952402.99513,216100000,426713995.478454,7.20333333333333,313,"G",0,2,1,"Movie",83,6.2,97,5.7,"Comedy,Drama,Family",0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6494498456167,-0.250793306195034,1.59147275615186,0.207732956633869,0.799465563051849,95.0472244929137,40.0986958552712,84.042732166891,58.2281258354906,69.3541945876416,62,57,58,"summer"
2057,"2012-08-08",3e+07,63536011,133085295,2012,"tt1535438",39029026.3192917,82658288.1847269,173139649.375523,103085295,134110623.056232,3.4361765,2286,"PG-13",7,1,4,"Movie",65,6.3,75,5.6,"Comedy,Drama,Romance",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.613469160805626,-0.129862644081514,0.789740532792826,0.114160543725982,0.34687689831073,73.0216915970594,44.8337549829209,61.313930013459,54.5444735542711,58.4284625369276,63,56,75,"summer"
2058,"2008-04-18",3e+07,63172463,105475310,2008,"tt0800039",42341096.918922,89159712.6163338,148864677.442111,75475310,106523580.523189,2.51584366666667,1751,"R",10,4,8,"Movie",67,6.5,83,5.6,"Comedy,Drama,Romance",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.728578125784634,0.111998680145529,1.0812795231052,0.114160543725982,0.509004218190337,76.6870118502098,54.4587773460634,69.1705921938089,54.5444735542711,63.7152137360883,65,56,71,"summer"
2059,"2004-10-08",3e+07,61255921,61950770,2004,"tt0390022",47723987.5427925,97445893.690876,98551259.1915468,31950770,50827271.6487543,1.06502566666667,1801,"PG-13",4,4,5,"Movie",70,6.9,82,6.4,"Action,Drama,Sport",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.901241573253145,0.595721328599613,1.04483714931616,0.862739846989079,0.851134974539498,81.6270054389315,72.4319296357409,68.1022880215343,80.585974065783,75.6867992904974,69,64,67,"fall"
2061,"2008-04-25",3e+07,60494212,64170447,2008,"tt0871426",42341096.918922,85379709.7775271,90568237.1919182,34170447,48227140.2729962,1.1390149,323,"PG-13",5,3,5,"Movie",55,5.9,63,4.9,"Comedy,Romance",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0379243359105868,-0.613585292535597,0.35243204732426,-0.540846346629227,-0.191018813982494,51.512599512367,26.9744702406015,49.8738223418573,29.4306747375543,39.4478917080951,59,49,71,"summer"
2062,"1998-05-29",3e+07,60110313,81529000,1998,"tt0119313",54699156.65349,109599447.57591,148652251.426746,51529000,93953094.7732562,1.71763333333333,2285,"PG-13",1,2,2,"Movie",42,6.3,27,4.7,"Drama,Romance",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.710283936452964,-0.129862644081514,-0.95949340908144,-0.727991172445001,-0.63190779051523,23.8764039547039,44.8337549829209,19.0444145356662,23.3309495034187,27.7713807441774,63,47,61,"summer"
2064,"2004-08-20",3e+07,58156435,65121280,2004,"tt0364751",47723987.5427925,92515232.6491074,103594905.183023,35121280,55870917.6402309,1.17070933333333,5492,"PG-13",7,4,5,"Movie",29,5.6,14,4.5,"Adventure,Comedy,Mystery",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1.45849220881651,-0.976377278876161,-1.43324426833905,-0.915135998260776,-1.19581243857313,7.23524605585414,16.4438768387445,7.82301480484522,18.0060119413128,12.3770374101892,56,45,67,"summer"
2065,"2011-05-20",3e+07,56816662,162275213,2011,"tt1605783",40262343.5509813,76252398.8287995,217786012.520489,132275213,177523668.969508,4.40917376666667,3280,"PG-13",4,2,4,"Movie",81,7.5,93,7.3,"Comedy,Fantasy,Romance",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.53434088063769,1.32130530128074,1.44570326099568,1.70489156316006,1.50156025151854,93.7527093246171,90.6800206463589,80.4088156123822,95.5892674914809,90.1077032687098,75,73,74,"summer"
2066,"2017-11-22",3e+07,56443120,150807630,2017,"tt4555426",36581102.4299809,68825051.8062567,183890312.008422,120807630,147309209.578441,4.026921,1143,"R",1,3,3,"Movie",75,7.4,84,6.7,"Biography,Drama,War",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.18901398570066,1.20037463916722,1.11772189689425,1.14345708571274,1.16264190186872,88.278291825997,88.5003063128033,70.1884253028264,87.3575568694503,83.5811450777692,74,67,80,"holiday"
2067,"2005-10-05",3e+07,56068547,197593152,2005,"tt0476503",46478367.2991746,86865817.3799012,306126903.148588,167593152,259648535.849413,5.5864384,5315,"G",2,3,1,"Movie",NA,NA,NA,NA,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68,"fall"
2068,"2007-12-21",3e+07,53695808,155769678,2007,"tt0431308",43547818.1811113,77944509.4623953,226114320.522475,125769678,182566502.341364,4.1923226,4005,"PG-13",4,3,5,"Movie",39,7.2,25,6.3,"Comedy,Drama,Romance",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.882947383921476,0.958513314940176,-1.03237815665953,0.769167434081191,-0.0469111978899106,18.8632350246945,83.1098009689373,17.2526917900404,77.910303983235,49.2840079417268,72,63,70,"holiday"
2070,"2018-05-10",3e+07,53059911,65859911,2018,"tt5619332",35814668.5235763,63344104.145182,78625029.3819079,35859911,42810360.8583316,1.19533036666667,2931,"PG-13",5,3,4,"Movie",46,6.2,38,4.2,"Comedy",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.480066006494948,-0.250793306195034,-0.558627297401921,-1.19585323698444,-0.621334961769085,31.559022943195,40.0986958552712,28.221736204576,11.5876918276094,27.8667867076629,62,42,81,"summer"
2071,"2010-05-14",3e+07,53032453,82148538,2010,"tt0892318",40922645.9852174,72340943.3282227,112057851.292573,52148538,71135205.3073553,1.7382846,2911,"PG",3,1,2,"Movie",50,7,42,5.4,"Adventure,Comedy,Drama",0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.249848076536933,0.716651990713134,-0.412857802245732,-0.0729842820897918,-0.00475954253983055,40.13524193918,76.3205571999798,31.7378869448183,47.0909312613008,48.8211543363197,70,54,73,"summer"
2072,"2001-04-06",3e+07,52990775,83282296,2001,"tt0221027",50986567.5257738,90060590.9260196,141542613.623516,53282296,90556046.0977423,1.77607653333333,589,"R",6,8,10,"Movie",52,7.4,55,6.8,"Biography,Crime,Drama",0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.134739111557925,1.20037463916722,0.060893057011882,1.23702949862063,0.590889520810451,44.6409074295045,88.5003063128033,43.5565275908479,89.1961934288237,66.4734836904949,74,68,64,"early_year"
2073,"1999-02-12",3e+07,52880016,52880016,1999,"tt0139462",53864260.6139734,94944765.4365027,94944765.4365027,22880016,41080504.8225293,0.7626672,3261,"PG-13",3,2,3,"Movie",39,6.2,32,5.2,"Drama,Romance",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.882947383921476,-0.250793306195034,-0.777281540136204,-0.260129107905566,-0.54278783453957,18.8632350246945,40.0986958552712,23.3008075370121,39.7382092862117,30.5002369257974,62,52,62,"early_year"
2074,"2015-07-22",3e+07,52421953,94156456,2015,"tt1798684",37086474.7497833,64804847.8756276,116397700.932436,64156456,79311226.1826528,2.13854853333333,4633,"R",5,7,10,"Movie",57,7.4,60,6.5,"Action,Crime,Drama",1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153033300889595,1.20037463916722,0.243104925957118,0.956312259896965,0.638206281477724,56.0813992864804,88.5003063128033,47.350269179004,83.0542751108515,68.7465624722848,74,65,78,"summer"
